invoice_id,customer_id,customer_name,invoice_amount,payment_ids,settlement_ids,bank_transaction_ids,payment_amount,expected_settlement,actual_bank_amount,difference,status,root_cause,confidence,match_method,requires_review,explanation,recommended_action,evidence
INV043,C003,Horizon Foods LLP,460000.00,PAY0044,SET0044,BNK0044,460000.00,449144.00,449144.00,0.00,RECONCILED,GATEWAY_FEE_GST,100.0,EXACT_ID,False,The lower bank credit is fully explained by recorded gateway fees and GST.,No reconciliation action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV043"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0044""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0044"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0044""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0044"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0044""]}], ""root_cause"": {""actual_bank_amount"": ""449144.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""449144.00"", ""gateway_fee_total"": ""9200.00"", ""gst_total"": ""1656.00"", ""invoice_amount"": ""460000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""460000.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV044,C004,BluePeak Logistics Pvt Ltd,234000.00,PAY0045,SET0045,BNK0045,234000.00,234000.00,234000.00,0.00,RECONCILED,CLEAN,100.0,EXACT_ID,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV044"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0045""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0045"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0045""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0045"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0045""]}], ""root_cause"": {""actual_bank_amount"": ""234000.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""234000.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""234000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""234000.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV045,C005,Vertex Consulting LLP,423000.00,PAY0046,SET0046,BNK0046,423000.00,423000.00,423000.00,0.00,RECONCILED,CLEAN,100.0,EXACT_ID,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV045"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0046""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0046"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0046""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0046"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0046""]}], ""root_cause"": {""actual_bank_amount"": ""423000.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""423000.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""423000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""423000.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV046,C006,GreenCart Commerce Pvt Ltd,428000.00,PAY0047,SET0047,BNK0047,428000.00,428000.00,428000.00,0.00,RECONCILED,CLEAN,100.0,FUZZY,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""amount_score"": 100.0, ""candidate_count"": 1, ""confidence_band"": ""AUTO_MATCH"", ""customer_score"": 100.0, ""date_distance_days"": 5, ""date_score"": 100.0, ""decision_reason"": ""High confidence with sufficient separation from competing candidates."", ""margin"": null, ""reference_score"": 100.0, ""second_best_score"": null}, ""method"": ""FUZZY"", ""requires_review"": false, ""source_id"": ""INV046"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0047""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""amount_score"": 100.0, ""candidate_count"": 1, ""confidence_band"": ""AUTO_MATCH"", ""date_distance_days"": 2, ""date_score"": 100.0, ""decision_reason"": ""High confidence with sufficient separation from competing candidates."", ""margin"": null, ""reference_score"": 100.0, ""second_best_score"": null}, ""method"": ""FUZZY"", ""requires_review"": false, ""source_id"": ""PAY0047"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0047""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""amount_score"": 100.0, ""candidate_count"": 1, ""confidence_band"": ""AUTO_MATCH"", ""date_distance_days"": 0, ""date_score"": 100.0, ""decision_reason"": ""High confidence with sufficient separation from competing candidates."", ""margin"": null, ""reference_score"": 100.0, ""second_best_score"": null}, ""method"": ""FUZZY"", ""requires_review"": false, ""source_id"": ""SET0047"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0047""]}], ""root_cause"": {""actual_bank_amount"": ""428000.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""428000.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""428000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""428000.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV047,C007,Orbit Systems Pvt Ltd,145000.00,PAY0048,SET0048,BNK0048,145000.00,145000.00,145000.00,0.00,RECONCILED,CLEAN,100.0,EXACT_ID,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV047"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0048""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0048"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0048""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0048"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0048""]}], ""root_cause"": {""actual_bank_amount"": ""145000.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""145000.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""145000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""145000.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV048,C008,Cedar Healthcare Pvt Ltd,89500.00,PAY0049,SET0049,BNK0049,89500.00,0.00,0.00,0.00,EXPLAINED_EXCEPTION,CHARGEBACK,100.0,EXACT_ID,False,The settlement reduction is explained by an accepted customer chargeback.,Record the dispute impact and exclude the charged-back amount from expected receivables.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV048"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0049""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0049"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0049""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0049"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0049""]}], ""root_cause"": {""actual_bank_amount"": ""0.00"", ""chargeback_adjustment_total"": ""89500.00"", ""chargeback_evidence_total"": ""89500.00"", ""expected_settlement"": ""0.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""89500.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""89500.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV049,C009,Nimbus Learning Pvt Ltd,114000.00,PAY0050,SET0050,BNK0050,114000.00,114000.00,114000.00,0.00,RECONCILED,CLEAN,100.0,EXACT_ID,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV049"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0050""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0050"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0050""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0050"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0050""]}], ""root_cause"": {""actual_bank_amount"": ""114000.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""114000.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""114000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""114000.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV050,C010,UrbanNest Interiors LLP,260000.00,PAY0051,SET0051,BNK0051,260000.00,0.00,0.00,0.00,EXPLAINED_EXCEPTION,CHARGEBACK,100.0,EXACT_ID,False,The settlement reduction is explained by an accepted customer chargeback.,Record the dispute impact and exclude the charged-back amount from expected receivables.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV050"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0051""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0051"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0051""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0051"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0051""]}], ""root_cause"": {""actual_bank_amount"": ""0.00"", ""chargeback_adjustment_total"": ""260000.00"", ""chargeback_evidence_total"": ""260000.00"", ""expected_settlement"": ""0.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""260000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""260000.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV051,C011,Silverline Manufacturing Pvt Ltd,226500.00,PAY0052,SET0052,BNK0052,226500.00,226500.00,226500.00,0.00,RECONCILED,CLEAN,100.0,EXACT_ID,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV051"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0052""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0052"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0052""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0052"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0052""]}], ""root_cause"": {""actual_bank_amount"": ""226500.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""226500.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""226500.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""226500.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV052,C012,Aster Mobility Pvt Ltd,180500.00,PAY0053,SET0053,BNK0053,180500.00,135375.00,135375.00,0.00,EXPLAINED_EXCEPTION,PARTIAL_REFUND,100.0,EXACT_ID,False,The settlement reduction is explained by a processed partial refund.,No reconciliation correction is required; retain the refund linkage for audit.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV052"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0053""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0053"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0053""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0053"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0053""]}], ""root_cause"": {""actual_bank_amount"": ""135375.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""135375.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""180500.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""180500.00"", ""refund_adjustment_total"": ""45125.00"", ""refund_evidence_total"": ""45125.00""}}"
INV053,C013,BrightGrid Energy Pvt Ltd,292000.00,PAY0054,SET0054,BNK0054,292000.00,233600.00,233600.00,0.00,EXPLAINED_EXCEPTION,PARTIAL_REFUND,100.0,EXACT_ID,False,The settlement reduction is explained by a processed partial refund.,No reconciliation correction is required; retain the refund linkage for audit.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV053"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0054""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0054"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0054""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0054"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0054""]}], ""root_cause"": {""actual_bank_amount"": ""233600.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""233600.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""292000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""292000.00"", ""refund_adjustment_total"": ""58400.00"", ""refund_evidence_total"": ""58400.00""}}"
INV054,C014,PixelCraft Media LLP,493500.00,PAY0055,SET0055,,493500.00,493500.00,0.00,493500.00,UNRESOLVED,MISSING_BANK_ENTRY,100.0,EXACT_ID,True,"Settlement evidence exists, but one or more expected bank credits are missing.",Check settlement status and bank statements; escalate to the payment provider if the credit is overdue.,"{""chain_issues"": [""BANK_MATCH_REQUIRES_REVIEW:SET0055"", ""NO_CONFIRMED_BANK_TRANSACTION""], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV054"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0055""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0055"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0055""]}, {""accepted"": false, ""confidence"": 0.0, ""evidence"": {""confidence_band"": ""REJECT"", ""reason"": ""No safe fuzzy candidate found.""}, ""method"": ""NONE"", ""requires_review"": true, ""source_id"": ""SET0055"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": []}], ""root_cause"": {""settlement_ids"": [""SET0055""]}}"
INV055,C015,PrimeLeaf Consumer Products Pvt Ltd,28000.00,PAY0056,SET0056,BNK0055,28000.00,27339.00,27339.00,0.00,RECONCILED,GATEWAY_FEE_GST,100.0,EXACT_ID,False,The lower bank credit is fully explained by recorded gateway fees and GST.,No reconciliation action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV055"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0056""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0056"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0056""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0056"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0055""]}], ""root_cause"": {""actual_bank_amount"": ""27339.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""27339.00"", ""gateway_fee_total"": ""560.00"", ""gst_total"": ""101.00"", ""invoice_amount"": ""28000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""28000.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV056,C016,CloudArc Solutions Pvt Ltd,75000.00,PAY0057,SET0057,BNK0056,75000.00,75000.00,75000.00,0.00,RECONCILED,CLEAN,100.0,EXACT_ID,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV056"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0057""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0057"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0057""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0057"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0056""]}], ""root_cause"": {""actual_bank_amount"": ""75000.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""75000.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""75000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""75000.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV057,C017,MetroMart Retail LLP,470000.00,,,,0.00,0.00,0.00,0.00,UNRESOLVED,MISSING_PAYMENT,95.0,NONE,True,No confirmed payment could be found for the invoice.,Verify the receivable with the customer and inspect payment-provider records.,"{""chain_issues"": [""PAYMENT_MATCH_REQUIRES_REVIEW"", ""NO_CONFIRMED_PAYMENT""], ""match_trace"": [{""accepted"": false, ""confidence"": 0.0, ""evidence"": {""confidence_band"": ""REJECT"", ""reason"": ""No safe fuzzy candidate found.""}, ""method"": ""NONE"", ""requires_review"": true, ""source_id"": ""INV057"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": []}], ""root_cause"": {""invoice_amount"": ""470000.00"", ""invoice_id"": ""INV057""}}"
INV058,C018,NorthStar Components Pvt Ltd,117500.00,PAY0058,SET0058,BNK0057,117500.00,117500.00,109500.00,8000.00,UNRESOLVED,UNEXPLAINED,100.0,EXACT_ID,True,"₹8,000.00 cannot be explained by verified fees, refunds, chargebacks or known adjustments.",Escalate the settlement for manual investigation.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV058"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0058""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0058"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0058""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0058"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0057""]}], ""root_cause"": {""actual_bank_amount"": ""109500.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""117500.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""117500.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""117500.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00"", ""unexplained_difference"": ""8000.00""}}"
INV059,C019,SwiftRoute Services Pvt Ltd,462500.00,PAY0059,SET0059,BNK0058,462500.00,451585.00,451585.00,0.00,RECONCILED,GATEWAY_FEE_GST,100.0,EXACT_ID,False,The lower bank credit is fully explained by recorded gateway fees and GST.,No reconciliation action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV059"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0059""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0059"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0059""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0059"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0058""]}], ""root_cause"": {""actual_bank_amount"": ""451585.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""451585.00"", ""gateway_fee_total"": ""9250.00"", ""gst_total"": ""1665.00"", ""invoice_amount"": ""462500.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""462500.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
